"Xếp hạng Rủi ro ESG ""Thấp"" cho thấy điều gì về một công ty?",Cho thấy công ty đã thể hiện các thực hành ESG mạnh mẽ bằng cách quản lý rủi ro hiệu quả và tuân thủ các nguyên tắc bền vững.
"Xếp hạng Rủi ro ESG ""Cao"" cho thấy điều gì về một công ty?","Cho thấy công ty có thể có những lỗ hổng và điểm yếu đáng kể trong hiệu suất ESG, có khả năng khiến công ty phải đối mặt với các rủi ro về danh tiếng, quy định hoặc hoạt động."
Tại sao việc đo lường tiến độ ESG lại quan trọng?,"Nó giúp theo dõi hiệu suất, xác định các lĩnh vực cần cải thiện, tăng cường tính minh bạch, xây dựng lòng tin của các bên liên quan và phù hợp với các thực hành kinh doanh bền vững."
Tesla đã tích cực làm việc để cải thiện ESG của mình trong các lĩnh vực nào?,"Tesla đã làm việc để giải quyết tính minh bạch của chuỗi cung ứng, giảm lượng khí thải carbon và cải thiện các thực hành lao động."
"Patagonia hiện đang xem xét cách hợp tác với các công ty khác, kể cả đối thủ cạnh tranh, để giải quyết vấn đề gì?","Để giảm dấu chân môi trường của ngành, đặc biệt là về phát thải carbon."
Một trong những điểm mấu chốt được tóm tắt về ESG là gì?,Có một mối tương quan tích cực giữa hiệu suất ESG và việc tạo ra giá trị.
"Mục tiêu của sáng kiến ""Một Hành tinh. Một Sức khỏe"" (One Planet. One Health) của Danone là gì?","Bao gồm các cam kết bền vững khác nhau, bao gồm giảm phát thải khí nhà kính, thúc đẩy nông nghiệp bền vững và cải thiện quản lý nước."
Thỏa thuận Paris là một hiệp ước quốc tế nhằm mục đích gì?,Nhằm chống biến đổi khí hậu bằng cách giới hạn sự nóng lên toàn cầu ở mức dưới 2 độ C so với thời kỳ tiền công nghiệp.
"Chương trình ""Cà phê và Công bằng cho Nông dân"" (C.A.F.E.) của Starbucks đảm bảo điều gì?","Đảm bảo việc tìm nguồn cung ứng hạt cà phê có đạo đức, thúc đẩy các phương pháp canh tác bền vững, hỗ trợ sinh kế của nông dân và bảo vệ môi trường."
Phong trào Khoáng sản không xung đột (Conflict-Free Minerals Movement) giải quyết vấn đề gì?,Giải quyết vấn đề tài trợ cho xung đột và vi phạm nhân quyền trong các khu vực như Cộng hòa Dân chủ Congo.
Phong trào chống các xưởng may bóc lột sức lao động (Anti-Sweatshop Movement) yêu cầu điều gì?,Yêu cầu điều kiện làm việc tốt hơn và mức lương công bằng cho người lao động trong ngành may mặc.
Việc người tiêu dùng hỗ trợ các quyền của người bản địa đã ảnh hưởng đến các công ty như thế nào?,"Đã ảnh hưởng đến các công ty để tôn trọng quyền đất đai của người bản địa, bảo vệ di sản văn hóa và tham gia vào các hoạt động bền vững."
Sáng kiến Xanh (Green Initiative) của Tencent tập trung vào những lĩnh vực nào?,"Tập trung vào năng lượng tái tạo, hiệu quả năng lượng và các trung tâm dữ liệu xanh."
Cách tiếp cận Tạo ra Giá trị Chung (Creating Shared Value) của Nestlé tích hợp những yếu tố nào?,"Tích hợp các cân nhắc về xã hội và môi trường vào hoạt động kinh doanh của mình, tập trung vào tìm nguồn cung ứng có trách nhiệm, dinh dưỡng, quản lý nước và phát triển nông thôn."
Mục đích của Bộ luật Rừng Brazil (Brazilian Forest Code) là gì?,"Nhằm điều chỉnh việc sử dụng và bảo tồn rừng, bao gồm cả rừng nhiệt đới Amazon, và thúc đẩy các thực hành quản lý đất bền vững."
Các chương trình chứng nhận như Forest Stewardship Council (FSC) cung cấp điều gì cho người tiêu dùng?,Cung cấp sự minh bạch và đảm bảo rằng sản phẩm đáp ứng các tiêu chuẩn môi trường và xã hội cụ thể.
Sáng kiến Tài chính Bền vững (Sustainable Finance Strategy) của Canada nhằm mục đích gì?,Nhằm huy động vốn tư nhân cho các khoản đầu tư bền vững và tăng cường khả năng phục hồi của ngành tài chính.
Cuộc biểu tình của người Ogoni ở Đồng bằng Niger vào những năm 1990 nhằm giải quyết vấn đề gì?,Nhằm giải quyết sự suy thoái môi trường và tác động của việc khai thác dầu đối với các cộng đồng địa phương.
Các sáng kiến quản lý rừng do cộng đồng dẫn dắt trao quyền cho các bên liên quan địa phương trong các lĩnh vực nào?,"Trong các hoạt động lâm nghiệp bền vững, nỗ lực bảo tồn và bảo tồn kiến thức truyền thống."
Các phong trào thời trang có đạo đức (Ethical Fashion) và thời trang chậm (Slow Fashion) ủng hộ điều gì?,"Ủng hộ mức lương công bằng, điều kiện làm việc an toàn, giảm tác động môi trường và tiêu dùng có ý thức."
"Kể từ năm 2019, các tìm kiếm trên internet về các chủ đề liên quan đến ESG đã tăng trưởng _____, phản ánh sự nhận thức và quan tâm ngày càng tăng.",gấp năm lần
"Đầu tư bền vững toàn cầu đạt _____ vào năm 2022, tăng gấp mười lần so với năm 2004.",30 nghìn tỷ đô la
"Trong ngành ô tô, một nhà sản xuất thiết bị gốc đã phải đối mặt với _____ tiền phạt và chi phí pháp lý do vụ bê bối dieselgate.",34 tỷ đô la
Một ngân hàng trong lĩnh vực tài chính đã phải trả _____ tiền dàn xếp vì hành vi mở tài khoản trái phép.,3 tỷ đô la
