Tư duy tăng trưởng giúp các cá nhân và công ty nhìn nhận những thất bại và thách thức trong việc tích hợp ESG như thế nào?,Như những cơ hội để học hỏi và phát triển.
Sự thay đổi tư duy cần thiết liên quan đến tính cấp bách của hành động ESG là gì?,"Chuyển từ ""Tôi sẽ áp dụng chiến lược chờ xem"" sang ""Sẽ quá rủi ro nếu không giải quyết trực tiếp các yếu tố ESG""."
"Trong ví dụ được cung cấp, hậu quả mà công ty khai khoáng phải gánh chịu do không chủ động giải quyết các vấn đề ESG là gì?","Việc bán hàng phải tạm dừng, gây thiệt hại cho công ty hàng triệu đô la."
Sự thay đổi tư duy cần thiết liên quan đến tính chân thực của các mục tiêu ESG là gì?,"Chuyển từ ""ESG chỉ là một gánh nặng báo cáo"" sang ""Dữ liệu ESG cực kỳ có giá trị để cải thiện việc ra quyết định của chúng ta""."
"Trong ví dụ được cung cấp, công ty bán lẻ đã sử dụng dữ liệu ESG (mức tiêu thụ nhiên liệu) để tạo ra giá trị kinh doanh như thế nào?","Họ đã tối ưu hóa các tuyến đường giao hàng được thiết kế kém, tiết kiệm nhiên liệu đáng kể và giảm cả chi phí lẫn tác động môi trường."
Sự thay đổi tư duy thứ ba được mô tả là về việc nắm bắt cơ hội của cả một đời. Điều này đòi hỏi phải chuyển từ đâu đến đâu?,"Chuyển từ ""ESG là một sự xao lãng tiêu tốn nguồn tài chính"" sang ""ESG là một công cụ hỗ trợ tài chính bền vững làm giảm chi phí vốn của chúng ta""."
Công ty Brambles đã tận dụng các mục tiêu bền vững của mình để đạt được lợi ích tài chính như thế nào?,"Họ đã huy động thành công một trái phiếu xanh trị giá 500 triệu EUR với các điều khoản tài chính thuận lợi, được các quỹ đầu tư theo định hướng ESG ủng hộ mạnh mẽ."
"Theo phần tóm tắt, tại sao việc phát triển tư duy tăng trưởng lại là chìa khóa để nắm bắt ESG?","Vì ESG là một quá trình liên tục đòi hỏi sự cải tiến, giải quyết vấn đề một cách sáng tạo, khả năng phục hồi và khả năng nắm bắt các chiến lược mới."
Một trong bốn điểm mấu chốt được tóm tắt là 'Hành động khẩn cấp'. Điều này bao hàm điều gì đối với các công ty?,"Các công ty cần ưu tiên các yếu tố ESG, chủ động giải quyết các rủi ro và cơ hội liên quan, và áp dụng các công nghệ mới."
Điểm mấu chốt 'Hãy chân thực' (Be genuine) có ý nghĩa gì đối với các nhà lãnh đạo?,Họ cần thực sự nắm bắt các mục tiêu ESG thay vì coi chúng chỉ là gánh nặng báo cáo và tận dụng dữ liệu ESG để tạo ra giá trị kinh doanh.
Điểm mấu chốt 'Nắm bắt cơ hội của cả cuộc đời' đề nghị các công ty nên xem tính bền vững như thế nào?,"Như một cơ hội để tạo ra và nắm bắt giá trị cho tất cả các bên liên quan, và để phát triển một lợi thế cạnh tranh."
