"Các cấu trúc biệt lập cản trở sự liên kết và tích hợp các mục tiêu ESG trên toàn tổ chức, dẫn đến điều gì?",Các hành động hoặc thông điệp không nhất quán hoặc mâu thuẫn.
"Để khắc phục những nhược điểm của cấu trúc biệt lập, các tổ chức cần làm gì?","Phá vỡ hoặc kết nối các silo và phát triển văn hóa hợp tác, học hỏi và đổi mới về các vấn đề ESG."
"Thuật ngữ nào mô tả sự cần thiết phải hợp tác với các bên liên quan bên ngoài như nhà cung cấp, khách hàng và chính phủ để giải quyết các thách thức ESG?",Hợp tác Cấp tiến (Radical Collaboration).
Tại sao việc thiếu các tiêu chuẩn và định nghĩa rõ ràng lại gây ra sự phản kháng đối với việc thay đổi sang ESG?,Nó tạo ra sự không chắc chắn và mơ hồ về các tiêu chí và báo cáo ESG.
Nỗi sợ nào liên quan đến tài chính có thể gây ra sự phản kháng đối với việc áp dụng các thực hành ESG?,Nỗi sợ mất khả năng cạnh tranh hoặc lợi nhuận.
"Để vượt qua sự phản kháng với thay đổi, các nhà lãnh đạo cần truyền đạt điều gì về ESG?","Một tầm nhìn và mục đích rõ ràng cho ESG, phù hợp với các giá trị và mục tiêu của tổ chức."
"Ngoài việc truyền đạt tầm nhìn, một chiến lược quan trọng để vượt qua sự phản kháng với thay đổi ESG là gì?",Thu hút và trao quyền cho các bên liên quan ở mọi cấp độ tham gia vào việc ra quyết định và thực thi ESG.
"Theo tài liệu, tại sao việc thiếu các chỉ số ESG lại là một thách thức?","Không có định nghĩa tiêu chuẩn về sản phẩm hoặc quỹ ESG, và các nhà cung cấp khác nhau sử dụng các tiêu chí khác nhau."
Vấn đề nào liên quan đến các công cụ và khuôn khổ đo lường ESG gây ra thách thức cho các doanh nghiệp?,"Sự dư thừa các công cụ và khuôn khổ, có thể tạo ra sự nhầm lẫn và không nhất quán."
"Một vấn đề lớn với dữ liệu ESG, đặc biệt là đối với các khía cạnh xã hội và quản trị, là gì?","Có một khoảng cách giữa tính sẵn có và chất lượng của dữ liệu, và nó thường mang tính định tính và chủ quan hơn."
"Một giải pháp cho việc thiếu các chỉ số ESG là áp dụng một bộ tiêu chuẩn chung, chẳng hạn như những tiêu chuẩn được đề xuất bởi tổ chức nào?","Hội đồng Tiêu chuẩn Bền vững Quốc tế (International Sustainability Standards Board - ISSB), do IFRS quản lý."
"Để giải quyết vấn đề thiếu chỉ số ESG, các công ty nên sử dụng kết hợp loại chỉ số nào?","Kết hợp các chỉ số ESG định lượng và định tính để nắm bắt cả đầu vào, đầu ra, kết quả và tác động lên các bên liên quan."
Công nghệ có thể giúp giải quyết vấn đề thiếu chỉ số ESG bằng cách nào?,"Bằng cách cung cấp các nền tảng có thể thu thập, phân tích và trực quan hóa dữ liệu ESG một cách đáng tin cậy, minh bạch và thân thiện với người dùng."
Đánh giá trọng yếu ESG (ESG Materiality Assessment) là gì?,"Một quy trình giúp các tổ chức xác định và ưu tiên các yếu tố môi trường, xã hội và quản trị có liên quan nhất đến hoạt động kinh doanh và các bên liên quan của họ."
Bước đầu tiên trong quy trình đánh giá trọng yếu ESG là gì?,Xác định các bên liên quan có liên quan để hiểu và ghi nhận quan điểm của họ.
"Sau khi xác định các bên liên quan trong một cuộc đánh giá trọng yếu ESG, bước tiếp theo là gì?",Tương tác với các bên liên quan (thông qua khảo sát hoặc nhóm tập trung) để hiểu kỳ vọng của họ.
"Trong một cuộc đánh giá trọng yếu ESG, bước nào liên quan đến việc sử dụng ma trận trọng yếu để xếp hạng các vấn đề dựa trên tác động tiềm tàng của chúng?",Ưu tiên hóa các vấn đề ESG.
"Sau khi ưu tiên các vấn đề ESG, bước quan trọng tiếp theo trong quy trình đánh giá trọng yếu là gì?",Xác thực kết quả đánh giá bởi các bên liên quan nội bộ và bên ngoài.
Bước cuối cùng trong quy trình đánh giá trọng yếu ESG là gì?,Tích hợp các vấn đề ESG có mức độ ưu tiên cao vào các quy trình lập kế hoạch và ra quyết định của tổ chức.
"Trong cuộc trò chuyện, Jack đã đề cập đến một phương pháp để có được sự đồng thuận từ các nhà quản lý đối với ESG. Đó là gì?",Kết hợp ESG vào việc đánh giá hiệu suất của nhân viên và tạo một bảng điều khiển để các nhà quản lý theo dõi tiến độ.
Jack đã làm thế nào để giải quyết mối lo ngại của các cổ đông về tác động ngắn hạn của ESG đến lợi nhuận?,"Giải thích các lợi ích dài hạn có thể có về mặt cải thiện danh tiếng và tăng doanh thu, và cho họ tham gia vào việc quyết định chiến lược ESG."
Một trong những rào cản chính đối với ESG được tóm tắt trong phần tổng kết là việc cân bằng lợi ích và kỳ vọng của _____.,các loại bên liên quan khác nhau
Phần tổng kết nhấn mạnh thách thức trong việc tìm kiếm sự cân bằng tối ưu giữa các mục tiêu ESG và _____ của doanh nghiệp.,"hiệu quả tài chính, khả năng cạnh tranh và tăng trưởng"
Một thách thức quan trọng về dữ liệu được nhắc lại trong phần tổng kết là gì?,"Đo lường và báo cáo về hiệu suất và tác động của ESG một cách nhất quán, minh bạch và đáng tin cậy."
Một giải pháp chính được đề xuất trong phần tổng kết để cân bằng lợi ích của các bên liên quan là gì?,Bắt đầu thu hút và trao quyền cho các bên liên quan ở mọi cấp độ tham gia vào việc ra quyết định và thực thi ESG.
