Định nghĩa: Rủi ro liên quan đến ESG,"Việc xem xét các rủi ro phi tài chính phát sinh từ môi trường, tính bền vững, danh tiếng, pháp lý, công nghệ và các vấn đề đạo đức."
Báo cáo ESG là gì?,Là quá trình công khai tiết lộ tiến độ của một tổ chức trong việc đạt được các mục tiêu ESG của mình.
"Trong trụ cột Xã hội của ESG, công bằng xã hội đề cập đến những sáng kiến nào?","Hỗ trợ các nỗ lực về đa dạng, bình đẳng và công bằng."
Các yếu tố ESG giải quyết vấn đề nhân quyền như thế nào?,Bằng cách xem xét nhân quyền trong các chiến lược đầu tư và cách các công ty duy trì nhân quyền trong hoạt động và chuỗi cung ứng của họ.
Việc một công ty đầu tư vào nhân viên của mình thông qua các yếu tố ESG có thể giúp thúc đẩy điều gì?,Một văn hóa công ty tích cực.
Các công ty định hướng ESG ưu tiên điều gì trong quản lý sản phẩm và dịch vụ?,"Sự an toàn, quyền riêng tư và sự hài lòng của khách hàng, đồng thời đầu tư vào các công nghệ bền vững."
Làm thế nào các công ty thể hiện cam kết trách nhiệm xã hội đối với cộng đồng địa phương của họ?,"Thông qua công việc tình nguyện, quyên góp từ thiện và các hoạt động tiếp cận cộng đồng."
"Một môi trường làm việc cởi mở, hòa nhập và đa dạng có thể mang lại lợi ích gì cho một công ty?",Nó có thể tạo ra một văn hóa công ty tích cực thu hút nhân tài hàng đầu và thúc đẩy sự đổi mới.
Các bên liên quan truyền thống của một tổ chức bao gồm những ai?,"Cổ đông, khách hàng, nhân viên và cộng đồng địa phương."
Định nghĩa: Bên liên quan (Stakeholder),"Một cá nhân, nhóm hoặc tổ chức có lợi ích, ảnh hưởng hoặc bị ảnh hưởng bởi các hành động của một doanh nghiệp hoặc dự án."
Các cổ đông (Shareholders) tìm kiếm điều gì liên quan đến ESG?,Tạo ra giá trị lâu dài và hiệu suất tài chính bền vững.
Các nhà đầu tư (Investors) mong đợi điều gì từ các tổ chức về ESG?,Họ mong đợi các tổ chức cung cấp thông tin về ESG để chứng tỏ cam kết của mình đối với các hoạt động kinh doanh bền vững.
Tại sao khách hàng (Customers) lại quan tâm đến ESG?,Họ ngày càng ý thức hơn về các tác động xã hội và môi trường của các sản phẩm và dịch vụ họ sử dụng.
Nhân viên (Employees) ngày càng quan tâm đến điều gì khi chọn nơi làm việc?,Họ ngày càng quan tâm hơn đến việc làm việc cho các công ty áp dụng các nguyên tắc ESG.
Các nhà hoạch định chính sách/cơ quan quản lý (Policymakers / Regulators) tìm cách làm gì liên quan đến ESG?,Họ tìm cách đảm bảo các công ty phải chịu trách nhiệm về các tác động môi trường và xã hội của mình.
Các tổ chức môi trường/nhà hoạt động/NGO vận động cho điều gì?,Các chính sách môi trường và quy định xã hội mạnh mẽ nhằm thúc đẩy tính minh bạch và tuân thủ các tiêu chuẩn đạo đức.
Tại sao môi trường được coi là một bên liên quan tích cực trong ESG?,"Bởi vì nó không chỉ duy trì sự sống mà còn cả nền kinh tế, và các tác động tiêu cực đối với nó gây ra những rủi ro đáng kể cho doanh nghiệp."
"Bằng cách đối xử với môi trường như một bên liên quan tích cực, các doanh nghiệp có thể tìm ra giải pháp để làm gì?","Để giảm thiểu rủi ro, thúc đẩy tính bền vững lâu dài và đảm bảo sự liên tục trong kinh doanh."
Công ty hậu cần Brambles đã thực hiện cam kết bền vững nào với mô hình kinh doanh của mình?,"Họ tạo điều kiện cho việc chia sẻ và tái sử dụng pallet và container có thể tái sử dụng, do đó giảm thiểu chất thải."
Brambles có mục tiêu khử cacbon đã được SBT xác thực để đạt được điều gì vào năm 2040?,Đạt được mức phát thải ròng bằng không (net-zero).
"Patagonia, một công ty sản xuất quần áo ngoài trời, được coi là hình mẫu về ESG nhờ điều gì?","Cam kết mạnh mẽ đối với quản lý môi trường, trách nhiệm xã hội và các hoạt động kinh doanh có đạo đức."
Một ví dụ về cam kết của Patagonia đối với các sản phẩm bền bỉ là gì?,"Dịch vụ sửa chữa của họ, khuyến khích khách hàng sửa chữa quần áo thay vì mua mới."
Làm thế nào một lập trình viên IT như Belal có thể góp phần vào ESG?,"Bằng cách giảm số dòng mã để viết mã hiệu quả hơn, giúp giảm lượng khí thải carbon của các trang web."
Làm thế nào một người quản lý danh mục như Anna có thể thực hiện các nguyên tắc ESG trong công việc hàng ngày?,"Bằng cách chọn làm việc với các công ty tuân theo các nguyên tắc bền vững, chẳng hạn như những công ty có thể theo dõi lượng khí thải Scope 3."
Người quản lý mua hàng như Jane có thể áp dụng những hướng dẫn 'IT xanh' nào để hỗ trợ ESG?,"Tổ chức các cuộc họp ảo, chia sẻ liên kết thay vì tệp đính kèm và ưu tiên các nền tảng giao tiếp trên nền tảng đám mây."
"Đối với một chuyên gia tài chính như Zoya, ESG ngày càng quan trọng như thế nào?",Các nhà đầu tư ngày càng áp dụng các nguyên tắc ESG như một phần của quy trình phân tích để xác định các rủi ro trọng yếu và cơ hội tăng trưởng.
ESG có ý nghĩa gì đối với các cá nhân?,"Nó phản ánh các giá trị cá nhân, thúc đẩy sự tập trung vào bảo vệ môi trường, công bằng xã hội và quản trị doanh nghiệp có đạo đức."
ESG có ý nghĩa gì đối với các tổ chức?,"Đó là sự tích hợp của các hoạt động bền vững, hành vi có đạo đức và quản trị minh bạch, tập trung vào việc tạo ra giá trị lâu dài cho các bên liên quan."
